contig,nsnp,ndel,nins,N,position,sample,f_del,cell_line,condition,timepoint,replicate,name
GFP_BAR_DSBR_2,0.0,2.0,0.0,313.0,55,TK6_LIG4_4h_BR0,0.006389776357827476,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,56,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,57,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,58,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,59,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,60,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,61,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,62,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,63,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,64,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,65,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,66,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,67,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,68,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,69,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,70,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,71,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,72,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,73,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,74,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,75,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,76,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,77,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,78,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,79,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,1.0,0.0,0.0,313.0,80,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,81,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,82,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,83,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,84,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,85,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,86,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,2.0,0.0,0.0,313.0,87,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,88,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,89,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,90,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,91,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,92,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,93,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,94,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,313.0,95,TK6_LIG4_4h_BR0,0.0,TK6,LIG4,4h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,1,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,2,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,3,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,4,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,5,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,6,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,7,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,8,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,9,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,10,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,11,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,12,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,13,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,14,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,15,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,16,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,17,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,18,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,19,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,20,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,21,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,22,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,23,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,24,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,25,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,26,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,27,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,28,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,29,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,30,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,31,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,32,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,33,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,34,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,56.0,0.0,152.0,35,TK6_LIG4_2h_BR0,0.3684210526315789,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,56.0,0.0,152.0,36,TK6_LIG4_2h_BR0,0.3684210526315789,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,56.0,0.0,152.0,37,TK6_LIG4_2h_BR0,0.3684210526315789,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,56.0,0.0,152.0,38,TK6_LIG4_2h_BR0,0.3684210526315789,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,57.0,0.0,152.0,39,TK6_LIG4_2h_BR0,0.375,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,58.0,0.0,152.0,40,TK6_LIG4_2h_BR0,0.3815789473684211,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,58.0,0.0,152.0,41,TK6_LIG4_2h_BR0,0.3815789473684211,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,58.0,0.0,152.0,42,TK6_LIG4_2h_BR0,0.3815789473684211,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,65.0,0.0,152.0,43,TK6_LIG4_2h_BR0,0.4276315789473684,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,69.0,0.0,152.0,44,TK6_LIG4_2h_BR0,0.45394736842105265,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,69.0,0.0,152.0,45,TK6_LIG4_2h_BR0,0.45394736842105265,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,68.0,0.0,152.0,46,TK6_LIG4_2h_BR0,0.4473684210526316,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,68.0,0.0,152.0,47,TK6_LIG4_2h_BR0,0.4473684210526316,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,65.0,0.0,152.0,48,TK6_LIG4_2h_BR0,0.4276315789473684,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,5.0,0.0,152.0,49,TK6_LIG4_2h_BR0,0.03289473684210526,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,1.0,4.0,0.0,152.0,50,TK6_LIG4_2h_BR0,0.02631578947368421,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,4.0,0.0,152.0,51,TK6_LIG4_2h_BR0,0.02631578947368421,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,4.0,0.0,152.0,52,TK6_LIG4_2h_BR0,0.02631578947368421,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,4.0,0.0,152.0,53,TK6_LIG4_2h_BR0,0.02631578947368421,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,4.0,0.0,152.0,54,TK6_LIG4_2h_BR0,0.02631578947368421,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,4.0,0.0,152.0,55,TK6_LIG4_2h_BR0,0.02631578947368421,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,4.0,0.0,152.0,56,TK6_LIG4_2h_BR0,0.02631578947368421,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,4.0,0.0,152.0,57,TK6_LIG4_2h_BR0,0.02631578947368421,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,1.0,0.0,152.0,58,TK6_LIG4_2h_BR0,0.006578947368421052,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,1.0,1.0,0.0,152.0,59,TK6_LIG4_2h_BR0,0.006578947368421052,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,1.0,0.0,152.0,60,TK6_LIG4_2h_BR0,0.006578947368421052,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,1.0,0.0,152.0,61,TK6_LIG4_2h_BR0,0.006578947368421052,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,1.0,0.0,152.0,62,TK6_LIG4_2h_BR0,0.006578947368421052,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,1.0,0.0,152.0,63,TK6_LIG4_2h_BR0,0.006578947368421052,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,1.0,0.0,152.0,64,TK6_LIG4_2h_BR0,0.006578947368421052,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,1.0,0.0,0.0,152.0,65,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,66,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,67,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,68,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,69,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,70,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,71,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,72,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,73,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,74,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,75,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,76,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,77,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,78,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,79,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,80,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,1.0,0.0,0.0,152.0,81,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,82,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,83,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,84,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,85,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,86,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,87,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,88,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,89,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,90,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,91,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,92,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,93,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,94,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,0.0,0.0,0.0,152.0,95,TK6_LIG4_2h_BR0,0.0,TK6,LIG4,2h,BR0,TK6_LIG4
GFP_BAR_DSBR_2,3.0,0.0,0.0,15170.0,1,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,15170.0,2,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,0.0,0.0,0.0,15170.0,3,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,15170.0,4,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,15170.0,5,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,15170.0,6,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,15170.0,7,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,5.0,0.0,0.0,15170.0,8,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,4.0,0.0,0.0,15170.0,9,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,15170.0,10,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,15170.0,11,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,3.0,0.0,0.0,15170.0,12,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,0.0,0.0,15170.0,13,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,1.0,0.0,0.0,15170.0,14,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,14.0,0.0,1.0,15170.0,15,U2OS_WT_1h_BR2,0.0,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,1.0,3.0,0.0,15170.0,16,U2OS_WT_1h_BR2,0.0001977587343441002,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,5.0,4.0,0.0,15170.0,17,U2OS_WT_1h_BR2,0.00026367831245880025,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,6.0,7.0,0.0,15170.0,18,U2OS_WT_1h_BR2,0.00046143704680290046,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,1.0,10.0,0.0,15170.0,19,U2OS_WT_1h_BR2,0.0006591957811470006,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,3.0,16.0,0.0,15170.0,20,U2OS_WT_1h_BR2,0.001054713249835201,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,3.0,31.0,0.0,15170.0,21,U2OS_WT_1h_BR2,0.002043506921555702,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,1.0,44.0,0.0,15170.0,22,U2OS_WT_1h_BR2,0.002900461437046803,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,47.0,0.0,15170.0,23,U2OS_WT_1h_BR2,0.0030982201713909033,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,56.0,0.0,15170.0,24,U2OS_WT_1h_BR2,0.0036914963744232037,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,5.0,65.0,0.0,15170.0,25,U2OS_WT_1h_BR2,0.0042847725774555045,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,3.0,76.0,0.0,15170.0,26,U2OS_WT_1h_BR2,0.005009887936717205,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,81.0,0.0,15170.0,27,U2OS_WT_1h_BR2,0.005339485827290705,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,6.0,88.0,0.0,15170.0,28,U2OS_WT_1h_BR2,0.005800922874093606,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,5.0,92.0,0.0,15170.0,29,U2OS_WT_1h_BR2,0.006064601186552406,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,7.0,94.0,0.0,15170.0,30,U2OS_WT_1h_BR2,0.0061964403427818065,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,3.0,103.0,0.0,15170.0,31,U2OS_WT_1h_BR2,0.006789716545814107,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,4.0,104.0,0.0,15170.0,32,U2OS_WT_1h_BR2,0.0068556361239288065,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,0.0,114.0,0.0,15170.0,33,U2OS_WT_1h_BR2,0.007514831905075807,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,4.0,148.0,0.0,15170.0,34,U2OS_WT_1h_BR2,0.00975609756097561,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,14.0,193.0,0.0,15170.0,35,U2OS_WT_1h_BR2,0.012722478576137113,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,4.0,204.0,0.0,15170.0,36,U2OS_WT_1h_BR2,0.013447593935398813,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,0.0,206.0,0.0,15170.0,37,U2OS_WT_1h_BR2,0.013579433091628214,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,2.0,230.0,0.0,15170.0,38,U2OS_WT_1h_BR2,0.015161502966381015,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,0.0,266.0,0.0,15170.0,39,U2OS_WT_1h_BR2,0.01753460777851022,U2OS,WT,1h,BR2,U2OS_WT
GFP_BAR_DSBR_2,5.0,276.0,0.0,15170.0,40,U2OS_WT_1h_BR2,0.018193803559657218,U2OS,WT,1h,BR2,U2OS_WT
